Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Litter/Clutch size,Litters/Clutches per year,log10 Birth weight (g),log10 Adult weight (g),Maximum longevity (yrs)
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,Proboscis monkey,1460.0,1460.0,166.0,1.25,0.7,2.690196080028514,4.164873102509321,25.1
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Hamadryas baboon,1514.0,1762.0,171.0,1.0,0.8,2.910624404889201,4.2552725051033065,37.5
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Pygathrix,nemaeus,Douc langur,1460.0,1460.0,171.0,1.0,1.0,2.5949447366950835,3.9876662649262746,26.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Hanuman langur,1162.0,1886.0,192.0,1.0,0.7,2.6989700043360187,4.130864248745398,29.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,vetulus,Purple-faced leaf monkey,1278.0,1278.0,211.0,1.0,0.4,2.6358153728975235,3.85014365750782,26.1
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Theropithecus,gelada,Gelada baboon,1391.0,2190.0,168.0,1.0,0.5,2.6665179805548807,4.209515014542631,36.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky leaf monkey,1461.0,1461.0,145.0,1.0,0.5,2.4771212547196626,3.850033257689769,33.9
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,major,Greater dwarf lemur,365.0,365.0,65.0,2.2,1.0,1.2576785748691846,2.59659709562646,13.4
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur,365.0,365.0,61.0,22.2,1.0,1.2787536009528289,2.57978359661681,29.0
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Gray mouse lemur,243.0,243.0,61.0,2.0,1.0,0.7781512503836436,1.8115750058705933,18.2
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza,coquereli,Giant mouse lemur,312.0,275.0,89.0,1.8,1.0,1.1702617153949575,2.4930395883176515,17.4
Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,882.0,882.0,165.0,1.0,1.0,2.037426497940624,3.3574583856450357,32.3
Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,moholi,South African galago,146.0,372.0,124.0,1.4,2.0,1.089905111439398,2.228400358703005,16.6
Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,senegalensis,Senegal galago,240.0,300.0,126.0,1.5,2.0,1.0863598306747482,2.2837533833325265,17.1
Animalia,Chordata,Mammalia,Primates,Galagidae,Galagoides,demidoff,Demidoff's galago,256.0,270.0,111.0,1.1,1.0,0.8750612633917001,1.7781512503836436,13.4
Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,crassicaudatus,Greater galago,495.0,639.0,130.0,1.5,1.0,1.6354837468149122,3.0392157659039505,22.7
Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,garnettii,Small-eared galago,600.0,600.0,132.0,1.0,1.4,1.662757831681574,3.113943352306837,20.0
Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,gorilla,Gorilla,2829.0,4015.0,256.0,1.0,0.3,3.3141622717099843,5.14563762655143,60.1
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,Human,4745.0,5110.0,280.0,1.0,0.3,3.520155886944864,4.7926367865639214,122.5
Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,paniscus,Pygmy chimpanzee or bonobo,3194.0,3194.0,232.0,1.0,0.2,3.124178055474675,4.601244924810521,55.0
Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee,3376.0,2920.0,229.0,1.0,0.2,3.26030994579492,4.653053243263934,59.4
Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus,Orangutan,2555.0,2555.0,249.0,1.0,0.2,3.239674787646781,4.8093913508099755,59.0
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,lar,White-handed gibbon,2555.0,1825.0,217.0,1.0,0.5,2.4874212113594742,3.833147111912785,56.0
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Symphalangus,syndactylus,Siamang,2190.0,2190.0,231.0,1.0,0.4,2.7134905430939424,4.037426497940624,43.0
Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,diadema,Diademed sifaka,1186.0,913.0,157.0,1.0,0.5,2.161368002234975,3.7442929831226763,21.0
Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,verreauxi,Verreaux's sifaka,912.0,912.0,148.0,1.0,1.0,1.8588378514285855,3.6989700043360187,31.0
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,coronatus,Crowned lemur,608.0,608.0,126.0,1.24,1.0,1.845098040014257,3.216165902285993,27.0
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,fulvus,Brown lemur,509.0,633.0,118.0,1.1,2.0,1.863322860120456,3.395326393069351,35.5
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,macaco,Black lemur,540.0,266.0,120.0,1.4,1.0,1.8457180179666586,3.392169149489736,37.5
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,mongoz,Mongoose lemur,650.0,1065.0,120.0,1.0,1.0,1.792391689498254,3.1917303933628562,36.2
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Red-bellied lemur,646.0,1350.0,120.0,1.0,1.0,1.8836614351536176,3.340741474989978,31.7
Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,griseus,Bamboo lemur,880.0,1346.0,145.0,1.1,1.1,1.7024305364455252,3.005395031886706,23.3
Animalia,Chordata,Mammalia,Primates,Lemuridae,Lemur,catta,Ring-tailed lemur,595.0,912.0,135.0,1.1,0.9,1.8488047010518038,3.4073909044707316,37.3
Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,rubra,Red ruffed lemur,609.0,650.0,98.0,2.2,1.0,2.040325379199724,3.5564593010207437,37.5
Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,variegata,Ruffed lemur,605.0,649.0,98.0,1.9,1.0,2.0300732307125178,3.541866182844564,39.4
Animalia,Chordata,Mammalia,Primates,Lorisidae,Arctocebus,calabarensis,Calabar angwantibo,279.0,270.0,133.0,1.0,1.5,1.416640507338281,2.41077723337721,13.0
Animalia,Chordata,Mammalia,Primates,Lorisidae,Loris,tardigradus,Slender loris,380.0,365.0,166.0,1.3,1.5,1.0413926851582251,2.3769417571467586,21.6
Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,coucang,Slow loris,578.0,578.0,188.0,1.0,1.0,1.6830470382388496,2.9496339237992624,25.8
Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,Pygmy slow loris,273.0,273.0,188.0,2.0,1.0,1.3617278360175928,2.622214022966295,19.3
Animalia,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,potto,Potto,547.0,547.0,170.0,1.0,1.0,1.5831987739686226,2.963740618857884,32.4
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,moloch,Dusky titi,912.0,912.0,163.0,1.0,1.0,1.9344984512435677,2.905256048748451,26.2
Animalia,Chordata,Mammalia,Primates,Tarsiidae,Cephalopachus,bancanus,Western tarsier,920.0,920.0,178.0,1.0,1.5,1.390935107103379,2.0881360887005513,16.3
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asiatic elephant,3287.0,3287.0,644.0,1.0,0.2,5.02938377768521,6.502153892871361,65.5
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African bush elephant,4018.0,3650.0,670.0,1.0,0.2,5.021189299069938,6.681241237375588,65.0
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,damarensis,Damaraland mole-rat,511.0,511.0,93.0,2.5,1.0,0.9542425094393249,2.255272505103306,15.5
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,hottentotus,African mole rat,450.0,450.0,81.0,2.86,1.5,0.9360107957152096,2.1222158782728267,11.0
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,capensis,Cape mole-rat,304.0,304.0,44.0,5.0,2.0,0.9242792860618817,2.2576785748691846,11.2
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Heterocephalus,glaber,Naked mole-rat,228.0,228.0,70.0,7.0,3.5,0.3010299956639812,1.5440680443502757,31.0
Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Capromys,pilorides,Desmarest's hutia,304.0,304.0,125.0,2.0,2.0,2.380211241711606,3.670551978446508,13.8
Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,canadensis,American beaver,639.0,639.0,128.0,3.5,1.0,2.6334684555795866,4.306425027550687,23.4
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,aperea,Brazilian guinea pig,74.0,77.0,63.0,2.5,5.0,1.775683249026044,2.5327543789924976,6.0
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,Guinea pig,66.0,76.0,68.0,3.8,5.0,1.9294189257142926,2.862131379313037,12.0
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Dolichotis,patagonum,Patagonian mara,158.0,183.0,85.0,2.0,3.5,2.749689947134912,4.096910013008056,14.4
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Galea,musteloides,Common yellow-toothed cavy,66.0,60.0,54.0,2.63,7.0,1.5796692935547203,2.5287881917748964,3.5
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Galea,spixii,Spix's yellow-toothed cavy,70.0,112.0,53.0,2.5,6.5,1.6020599913279623,2.6532125137753435,4.6
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Capybara,456.0,456.0,150.0,4.8,1.25,3.1760912590556813,4.740362689494244,15.1
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Kerodon,rupestris,Rock cavy,151.0,151.0,75.0,1.5,5.0,1.8808135922807914,2.9777236052888476,12.9
Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,lanigera,Long-tailed chinchilla,240.0,240.0,111.0,2.0,2.0,1.5440680443502757,2.807873132003332,17.2
Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Lagostomus,maximus,Plains viscacha,258.0,456.0,154.0,2.0,1.8,2.3010299956639813,3.7781512503836434,10.8
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,amphibius,European water vole,51.0,45.0,21.0,5.1,3.2,0.6989700043360189,2.0791812460476247,2.5
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,taylori,Northern pygmy mouse,44.0,75.0,20.0,3.0,10.0,0.07918124604762482,0.9030899869919435,3.3
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetus,cricetus,Black-bellied hamster,43.0,56.0,20.0,7.0,2.0,0.8450980400142568,2.704750904290671,3.6
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,groenlandicus,Collared lemming,40.0,85.0,20.0,3.4,8.5,0.6384892569546373,1.8195439355418688,3.3
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lagurus,lagurus,Steppe lemming,38.0,44.0,20.0,4.5,5.0,0.13033376849500614,1.307496037913213,3.8
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,lemmus,Norway lemming,24.0,44.0,19.0,7.0,2.5,0.5797835966168101,1.845098040014257,3.3
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,auratus,Golden hamster,48.0,48.0,16.0,9.0,3.0,0.3891660843645325,2.0211892990699383,3.9
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,Field vole,36.0,42.0,21.0,4.4,3.6,0.36172783601759284,1.662757831681574,4.8
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,arvalis,Common vole,38.0,56.0,21.0,5.1,5.5,0.26717172840301384,1.4393326938302626,4.8
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,guentheri,Vole,60.0,95.0,21.0,6.0,3.3,0.47712125471966244,1.7126497016272113,3.9
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,ochrogaster,Prairie vole,47.0,47.0,23.0,3.8,4.0,0.48000694295715063,1.6020599913279623,5.3
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,pinetorum,Woodland vole,98.0,98.0,21.0,3.0,2.7,0.3654879848908996,1.4065401804339552,3.8
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,glareolus,Bank vole,47.0,72.0,20.0,4.3,3.2,0.2600713879850748,1.3180633349627615,4.9
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,albigula,White-throated woodrat,84.0,101.0,29.0,2.0,2.0,1.0606978403536116,2.3201462861110542,9.5
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Eastern woodrat,95.0,95.0,33.0,3.5,2.5,1.1280760126687153,2.4638929889859074,8.6
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,lepida,Desert woodrat,76.0,76.0,33.0,3.0,3.0,0.9268567089496923,2.3729120029701067,10.5
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys,leucogaster,Northern grasshopper mouse,100.0,114.0,31.0,4.0,2.5,0.414973347970818,1.5118833609788744,5.6
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys,torridus,Southern grasshopper mouse,41.0,41.0,30.0,3.7,2.7,0.414973347970818,1.3424226808222062,4.6
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,californicus,California mouse,46.0,46.0,30.0,2.0,4.6,0.6493348587121419,1.6232492903979006,5.5
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,crinitus,Canyon mouse,70.0,70.0,24.0,3.0,2.05,0.3424226808222063,1.2174839442139063,7.7
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,eremicus,Cactus mouse,129.0,129.0,26.0,2.6,3.5,0.367355921026019,1.3979400086720377,7.4
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,leucopus,White-footed mouse,73.0,73.0,26.0,4.5,3.7,0.2764618041732441,1.3617278360175928,7.9
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,Deer mouse,49.0,49.0,24.0,5.0,3.0,0.3010299956639812,1.3117538610557542,8.3
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,polionotus,Oldfield mouse,28.0,28.0,24.0,3.8,3.0,0.22530928172586284,1.146128035678238,5.5
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,truei,Pinyon mouse,50.0,50.0,26.0,3.4,5.0,0.36455099535397195,1.3979400086720377,5.4
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,sungorus,Dzhungarian hamster,120.0,120.0,20.0,5.5,3.5,0.3010299956639812,1.3692158574101427,3.9
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Hispid cotton rat,40.0,40.0,27.0,5.0,6.7,0.7923916894982539,2.2671717284030137,5.2
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys,nudicaudus,Peters's climbing rat,82.0,109.0,40.0,2.4,6.0,1.2245330626060857,2.4471580313422194,5.4
Animalia,Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Gundi,319.0,319.0,74.0,1.9,1.0,1.4756711883244296,2.4605971888976015,5.8
Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,Lowland paca,365.0,365.0,116.0,1.0,1.5,2.832508912706236,3.9542425094393248,16.3
Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,Central American agouti,487.0,487.0,112.0,2.0,2.0,2.3560258571931225,3.3324384599156054,13.8
Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Myoprocta,acouchy,Red acouchi,304.0,304.0,99.0,2.0,2.0,2.0,2.88930170250631,14.8
Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,jaculus,Lesser Egyptian jerboa,327.0,137.0,38.0,3.0,1.5,0.3010299956639812,1.7403626894942439,7.3
Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Zapus,hudsonius,Meadow jumping mouse,61.0,61.0,19.0,5.5,2.1,-0.09691001300805639,1.255272505103306,5.6
Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,Spiny rat,146.0,146.0,64.0,2.4,4.68,1.3617278360175928,2.6989700043360187,5.8
Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Thrichomys,apereoides,Brazilian spiny rat,178.0,178.0,94.0,3.1,2.5,1.3242824552976926,2.5722906061514177,7.0
Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,prehensilis,Prehensile-tailed porcupine,578.0,578.0,203.0,1.0,1.0,2.61066016308988,3.591064607026499,26.6
Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatus,North American porcupine,1095.0,1095.0,210.0,1.0,1.0,2.6989700043360187,3.934498451243568,23.4
Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,bursarius,Plains pocket gopher,91.0,91.0,51.0,4.0,1.0,0.7160033436347992,2.247236549506764,12.0
Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,bottae,Botta's pocket gopher,319.0,319.0,19.0,5.5,1.0,0.5185139398778874,2.062581984228163,6.1
Animalia,Chordata,Mammalia,Rodentia,Gliridae,Glis,glis,Fat dormouse,322.0,335.0,25.0,4.0,1.2,0.17609125905568124,2.0969100130080562,8.7
Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,Hazel dormouse,335.0,335.0,23.0,4.0,1.5,-0.09691001300805639,1.436162647040756,5.3
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,formosus,Long-tailed pocket mouse,365.0,365.0,28.0,5.0,1.0,0.0,1.2787536009528289,7.1
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,Merriam's kangaroo rat,102.0,102.0,28.0,2.3,1.6,0.4653828514484183,1.6232492903979006,9.7
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii,Ord's kangaroo rat,61.0,61.0,29.0,3.0,2.0,0.6989700043360189,1.7558748556724915,9.9
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,longimembris,Little pocket mouse,151.0,151.0,22.0,5.0,1.25,-0.045757490560675115,0.9030899869919435,8.3
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,parvus,Great Basin pocket mouse,100.0,100.0,24.0,4.8,1.6,0.17609125905568124,1.3031960574204888,5.8
Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Cape porcupine,375.0,390.0,94.0,2.1,1.7,2.545307116465824,4.380211241711606,23.1
Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,cahirinus,Spiny mouse,58.0,59.0,38.0,3.0,3.5,0.7218106152125465,1.6551384348113822,5.9
Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,flavicollis,Yellow-necked mouse,52.0,52.0,26.0,5.5,2.8,0.38021124171160603,1.4683473304121573,4.5
Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Long-tailed field mouse,71.0,65.0,23.0,5.2,3.8,0.17609125905568124,1.3692158574101427,6.3
Animalia,Chordata,Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,Nile kusu,45.0,45.0,22.0,5.0,3.5,0.6180480967120927,2.041392685158225,6.7
Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiropodomys,gliroides,Pencil-tailed tree mouse,101.0,101.0,20.0,2.2,3.25,0.4471580313422192,1.462397997898956,3.6
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,afra,Cape gerbil,152.0,115.0,23.0,3.9,6.5,0.6532125137753437,1.8739015978644613,5.7
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,pyramidum,Greater Egyptian gerbil,74.0,73.0,21.0,3.3,5.0,0.3979400086720376,1.568201724066995,8.2
Animalia,Chordata,Mammalia,Rodentia,Muridae,Grammomys,dolichurus,Woodland mouse,73.0,73.0,24.0,3.0,3.25,0.6232492903979004,1.7781512503836436,4.4
Animalia,Chordata,Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Golden-bellied water rat,163.0,135.0,36.0,3.8,2.1,1.3872118003137306,2.929418925714293,7.3
Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Typical striped grass mouse,168.0,168.0,25.0,4.54,2.0,0.2304489213782739,1.6263403673750423,4.8
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,crassus,Sundevall's jird,61.0,82.0,22.0,4.0,2.0,0.5250448070368452,1.5440680443502757,5.6
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,libycus,Libyan jird,91.0,91.0,26.0,5.0,2.5,0.7267272090265723,2.0,5.2
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,unguiculatus,Mongolian jird,43.0,36.0,25.0,5.0,4.0,0.47712125471966244,1.7259116322950483,6.3
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesembriomys,gouldii,Black-footed tree rat,71.0,71.0,44.0,2.0,4.0,1.54282542695918,2.9542425094393248,7.8
Animalia,Chordata,Mammalia,Rodentia,Muridae,Micromys,minutus,Old World harvest mouse,40.0,37.0,20.0,5.2,2.6,-0.045757490560675115,0.7781512503836436,3.8
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,minutoides,Mouse,60.0,77.0,20.0,4.3,4.0,-0.01322826573375516,0.8573324964312685,4.3
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,House mouse,42.0,42.0,19.0,7.0,5.4,0.09691001300805642,1.3117538610557542,4.0
Animalia,Chordata,Mammalia,Rodentia,Muridae,Notomys,alexis,Spinifex hopping mouse,75.0,75.0,35.0,3.9,3.25,0.45178643552429026,1.5440680443502757,6.4
Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,tullbergi,Tullberg's rock rat,82.0,75.0,24.0,3.5,4.0,0.43136376415898736,1.4771212547196624,5.2
Animalia,Chordata,Mammalia,Rodentia,Muridae,Psammomys,obesus,Fat sand rat,100.0,100.0,24.0,3.5,3.25,0.7958800173440752,2.326335860928751,3.2
Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,australis,Australian native mouse,145.0,180.0,31.0,3.1,1.5,0.6020599913279624,1.8129133566428555,7.9
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,fuscipes,Bush rat,107.0,90.0,26.0,5.0,3.3,0.6532125137753437,2.113943352306837,5.3
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,lutreolus,Australian swamp rat,79.0,79.0,27.0,5.0,2.53,0.6875289612146344,2.060697840353612,4.4
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Norway rat,90.0,70.0,21.0,9.9,3.7,0.7641761323903307,2.4771212547196626,3.8
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,rattus,Rat,90.0,112.0,22.0,7.3,4.3,0.6580113966571124,2.3010299956639813,4.2
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,Four-striped grass mouse,42.0,64.0,25.0,6.0,4.0,0.42651126136457523,1.7075701760979363,4.5
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhombomys,opimus,Great gerbil,105.0,105.0,28.0,5.0,2.5,0.6766936096248666,2.45484486000851,4.5
Animalia,Chordata,Mammalia,Rodentia,Muridae,Tatera,indica,Indian gerbil,77.0,91.0,26.0,5.4,4.2,0.47712125471966244,2.1664301138432824,7.0
Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,Nutria,152.0,152.0,131.0,6.0,2.3,2.3521825181113627,3.8948696567452528,8.5
Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,Gambian rat,158.0,158.0,34.0,3.5,3.75,1.4099331233312946,3.1760912590556813,8.4
Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Mystromys,albicaudatus,White-tailed mouse,109.0,109.0,38.0,3.0,3.75,0.8129133566428556,2.0253058652647704,6.3
Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Saccostomus,campestris,Pouched mouse,45.0,45.0,21.0,6.8,3.75,0.414973347970818,1.675778341674085,4.5
Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,degus,Degu,182.0,182.0,90.0,6.0,1.8,1.146128035678238,2.3710678622717363,14.0
Animalia,Chordata,Mammalia,Rodentia,Pedetidae,Pedetes,capensis,Springhare,1034.0,1034.0,80.0,1.0,3.6,2.439332693830263,3.5440680443502757,20.0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's antelope squirrel,319.0,319.0,30.0,6.8,1.0,0.5797835966168101,2.100370545117563,10.6
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,leucurus,White-tailed antelope squirrel,365.0,365.0,29.0,8.0,1.3,0.5065050324048721,2.0211892990699383,11.2
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,lateralis,Golden-mantled ground squirrel,637.0,637.0,30.0,5.12,0.94,0.7965743332104297,2.1975562131535367,10.4
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,Black-tailed prairie dog,730.0,730.0,30.0,4.0,1.0,1.1972805581256194,3.0511525224473814,11.0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern flying squirrel,210.0,210.0,40.0,3.0,1.0,0.7403626894942439,2.173186268412274,14.2
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Southern flying squirrel,210.0,210.0,40.0,4.0,1.3,0.5250448070368452,1.8155777483242672,19.0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,Thirteen-lined ground squirrel,354.0,225.0,28.0,7.0,1.2,0.5105450102066121,2.237292337567459,7.9
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Yellow-bellied marmot,730.0,730.0,30.0,4.0,0.9,1.5289167002776547,3.5440680443502757,21.2
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,marmota,Alpine marmot,730.0,730.0,35.0,4.0,1.0,1.4771212547196624,3.5440680443502757,17.4
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,monax,Woodchuck,548.0,548.0,32.0,4.5,1.0,1.4313637641589874,3.6020599913279625,14.0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Poliocitellus,franklinii,Franklin's ground squirrel,327.0,327.0,28.0,7.5,1.0,0.9542425094393249,2.661812685537261,7.2
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,bicolor,Black giant squirrel,1078.0,1078.0,32.0,1.4,2.0,1.8864907251724818,3.3010299956639813,19.0
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern gray squirrel,343.0,401.0,44.0,4.0,2.0,1.1760912590556813,2.7267272090265724,23.6
